"主聘系所","作者順序","刊物名稱","專兼任","年度","所屬計畫案","教師姓名","是否具有審稿制度","期刊出版地國家/地區","期刊論文是否為跨國(地區)合作","狀態","發表卷數","發表型式","發表年份","發表月份","發表期數","系所代碼","論文名稱","論文收錄分類","識別號","通訊作者"
"保健營養系","第三作者","International Journal of Food Engineering","專任","113","ZRRPF3N0091、ZRRPF3M0081、ZRRPF3L0091、ZRRPF3M0091","鍾成沛","是","德意志聯邦共和國","否","續聘","20","電子期刊","2024","2","3","3945","Extraction of pectin from jelly fig shell using microwave heating extraction: pectin physicochemical properties and antioxidant activities","SCIE","700580","否"
"保健營養系","第一作者","Journal of Agriculture and Food Research","專任","113","ZRRPF3M0081、ZRRPF3N0091、ZRRPF3L0091、ZRRPF3M0091","鍾成沛","是","荷蘭王國","否","續聘","15","紙本及電子期刊","2024","1","","3945","Microwave- and ultrasound-assisted extraction of pectin yield and physicochemical properties from lemon peel","其他","700581","否"
"保健營養系","第三作者","Biomedical Journal","專任","113","無","簡暉慈","是","美國","否","續聘","100789","紙本及電子期刊","2024","9","100789","3945","Cytidine Deaminase Enhances Liver Cancer Invasion by Modulating Epithelial-Mesenchymal Transition via NFκB Signaling","SCIE","700558","否"
"健康產業科技研究所","第四(以上)作者","Journal of Dental Sciences","兼任","113","無","王東弘","是","中華民國","否","續聘","19","電子期刊","2024","10","4","4444","The association between the expression level of nuclear paraspeckle assembly transcript 1 and the survival rate of head and neck cancer patients after treatment","SCIE","700559","否"
"健康產業科技研究所","第四(以上)作者","Virchows Archiv","兼任","113","無","王東弘","是","德意志聯邦共和國","否","續聘","485","電子期刊","2024","8","2","4444","Identification of CD5/SOX11 double-negative pleomorphic mantle cell lymphoma","SCI, SSCI","700560","否"
"健康產業科技研究所","第一作者","Biomedicine & Pharmacotherapy","兼任","113","無","王東弘","是","法國","否","續聘","176","電子期刊","2024","7","1","4444","Increasing DNA damage sensitivity through corylin-mediated inhibition of homologous recombination","SCI, SSCI","700561","否"
"健康產業科技研究所","第一作者","Journal of Nanobiotechnology","兼任","113","無","王東弘","是","英國","否","續聘","22","電子期刊","2024","4","1","4444","Development of nanoparticles incorporated with quercetin and ACE2-membrane as a novel therapy for COVID-19","SCIE","700562","否"
"健康產業科技研究所","第一作者","Biomedicines","兼任","113","無","王東弘","是","瑞士","否","續聘","12","電子期刊","2024","2","2","4444","Arecoline Induces ROS Accumulation, Transcription of Proinflammatory Factors, and Expression of KRT6 in Oral Epithelial Cells","SCI, SSCI","700563","否"
"健康產業科技研究所","第四(以上)作者","Journal of Nanobiotechnology","專任","113","無","陳琦媛","是","英國","否","續聘","22","紙本及電子期刊","2024","4","169","4444","Development of nanoparticles incorporated with quercetin and ACE2-membrane as a novel therapy for COVID-19","SCIE","700554","是"
"健康產業科技研究所","第四(以上)作者","International Immunopharmacology","專任","113","CMRPG5P0021","黃文忠","是","荷蘭王國","否","續聘","146","紙本及電子期刊","2024","12","0","4444","Neochlorogenic acid ameliorates allergic airway inflammation by suppressing type 2 immunity and upregulating HO-1 expression","SCIE","700435","是"
"健康產業科技研究所","第四(以上)作者","Plants","專任","113","無","黃文忠","是","瑞士","否","續聘","13","紙本及電子期刊","2024","10","3066","4444","Daphnetin Protects Schwann Cells Against High-Glucose-Induced Oxidative Injury by Modulating the Nuclear Factor Erythroid 2-Related Factor 2/Glutamate–Cysteine Ligase Catalytic Subunit Signaling Pathway","SCIE","700436","否"
"健康產業科技研究所","第四(以上)作者","European Journal of Pharmacology","專任","113","CMRPF1K0083","黃文忠","是","荷蘭王國","否","續聘","975","紙本及電子期刊","2024","7","1","4444","Licochalcone D ameliorates lipid metabolism in hepatocytes by modulating lipogenesis and autophagy","SCIE","700437","是"
"健康產業科技研究所","第四(以上)作者","Nutrients","專任","113","無","黃文忠","是","瑞士","否","續聘","16","紙本及電子期刊","2024","4","1160","4444","Effects of Lactobacillus salivarius ssp. salicinius SA-03 Supplementation on Reversing Phthalate-Induced Asthma in Mice","SCIE","700438","否"
"健康產業科技研究所","第四(以上)作者","Kaohsiung Journal of Medical Sciences","專任","113","CMRPF1M0141","黃文忠","是","中華民國","否","續聘","40","紙本及電子期刊","2024","3","3","4444","Gypenoside XIII regulates lipid metabolism in HepG2 hepatocytes and ameliorates nonalcoholic steatohepatitis in mice","SCIE","700439","是"
"健康產業科技研究所","第一作者","International Immunopharmacology","專任","113","CMRPF1M0181","黃文忠","是","荷蘭王國","否","續聘","130","紙本及電子期刊","2024","3","1","4444","Punicalagin from pomegranate ameliorates TNF-α/IFN-γ-induced inflammatory responses in HaCaT cells via regulation of SIRT1/STAT3 axis and Nrf2/HO-1 signaling pathway","SCIE","700440","否"
"健康產業科技研究所","第一作者","Journal of Nutritional Biochemistry","專任","113","CMRPF1M0062","黃文忠","是","美國","否","續聘","123","紙本及電子期刊","2024","1","1","4444","Protective effects of myricetin on airway inflammation and oxidative stress in ovalbumin-induced asthma mice","SCIE","700441","否"
"健康產業科技研究所","第四(以上)作者","Nutrition","專任","113","無","黃文忠","是","美國","否","續聘","117","電子期刊","2024","1","1","4444","ConsumptionofaTaiwanesecafeteriadietinducesmetabolicdisordersandfecalflorachangesinobeserats","SCI, SCIE","700442","否"
"健康產業科技研究所","第一作者","International Journal of Nanomedicine","兼任","113","無","黃澤宏","是","紐西蘭","否","續聘","19","紙本及電子期刊","2024","12","19","4444","Synergistic Fat-Reducing Effect of Deoxycholic Acid and Rhein in Lipid-Based Nanoparticles with Reduced Toxicity for Obesity Treatment","SCIE","700572","否"
"健康產業科技研究所","第三作者","Perioperative Medicine","兼任","113","無","黃澤宏","是","英國","否","續聘","13","電子期刊","2024","11","1","4444","The benefit of early acupuncture within 7 days for neurological outcomes in ischemic stroke patients after cardiac surgery.","SCIE","700573","否"
"健康產業科技研究所","第四(以上)作者","Environmental Research","兼任","113","無","黃澤宏","是","美國","否","續聘","261","電子期刊","2024","8","12","4444","Systematic establishment of the relationship between skin absorption and toxicity of furanoids via in silico, in vitro, and in vivo assessments","SCIE","700574","是"
"健康產業科技研究所","第三作者","中醫藥雜誌","兼任","113","無","黃澤宏","是","中華民國","否","續聘","35","電子期刊","2024","6","1","4444","內經脈診探討──以太素〈陰陽大論〉一段經文為例 Exploring the pulse diagnostic process of ""Huangdi Neijing Taisu"": an example from ""Great Theory of Yin and Yang"".","SCI","700575","否"
"健康產業科技研究所","第一作者","Journal of Nutritional Biochemistry","兼任","113","無","黃澤宏","是","美國","否","續聘","123","紙本及電子期刊","2024","1","109485","4444","Protective effects of myricetin on airway inflammation and oxidative stress in ovalbumin-induced asthma mice","SCIE","700576","是"
"健康產業科技研究所","第四(以上)作者","Journal of Enzyme Inhibition and Medicinal Chemistry","專任","113","NSTC 113-2321-B-255-001, 113-2321-B-182-003, 112-2321-B-182-003, 112-2321-B-255-001,111-2320-B-255-006-MY3, 111-2321-B-255-001, ZRRPF3L0091, ZRRPF3N0101,CMRPF1P0051-3, CMRPF1P0071-3","黃聰龍","是","英國","是(跨國合作)","續聘","39","紙本及電子期刊","2024","12","1","4444","Discovery of 1,3-disubstituted prop-2-en-1-one derivatives as inhibitors of neutrophilic inflammation via modulation of MAPK and Akt pathways","SCI, SCIE","700534","是"
"健康產業科技研究所","第一作者","International Journal of Biological Macromolecules","專任","113","MOST 111-2320-B-255-006-MY3, CMRPF1J0051-3, CMRPF1M0102, CMRPF1M0132, and CMRPF1N0021","黃聰龍","是","荷蘭王國","是(大陸、港澳地區合作)","續聘","282","紙本及電子期刊","2024","10","Pt 4","4444","Identification, biological evaluation, and crystallographic analysis of coumestrol as a novel dual-specificity tyrosine-phosphorylation-regulated kinase 1A inhibitor","SCI, SCIE","700535","否"
"健康產業科技研究所","第四(以上)作者","Clinical Reviews in Allergy & Immunology","專任","113","NSTC 113-2321-B-255-001,111-2320-B-255-006-MY3","黃聰龍","是","美國","否","續聘","67","紙本及電子期刊","2024","9","1月3日","4444","Neutrophils in Atopic Dermatitis","SCI, SCIE","700536","是"
"健康產業科技研究所","第四(以上)作者","Journal of Advanced Research","專任","113","NSTC 111-2320-B-255-006-MY3, 112-2321-B-255-001, 113-2321-B-182-003, 113-2321-B-255-001, ZRRPF3N0101, ZRRPF3P0091, CMRPF1M0101- 2, CMRPF1M0131-2, CMRPF1N0021, CORPF1P0051-3, CORPF1P0071-3, BMRP450","黃聰龍","是","埃及阿拉伯共和國","否","續聘","","電子期刊","2024","7","-","4444","Drug repurposing of cyclin-dependent kinase inhibitors for neutrophilic acute respiratory distress syndrome and psoriasis","SCI, SCIE","700537","是"
"健康產業科技研究所","第四(以上)作者","Biomedical Journal","專任","113","MOST 109-2311-B-182-001-MY2","黃聰龍","是","荷蘭王國","是(跨國合作)","續聘","","電子期刊","2024","6","-","4444","Hirsutella sinensis polysaccharides and Parabacteroides goldsteinii reduce lupus severity in imiquimod-treated mice","SCI, SCIE","700538","否"
"健康產業科技研究所","第四(以上)作者","Fitoterapia","專任","113","NSTC MOST 111–2321-B-255-001, MOST 111–2320-B-255–006-MY3, NSTC 112–2321-B-255-001, NSTC 112–2321-B- 182-003, NSTC 113-2321-B-182-003, ZRRPF3M0091, ZRRPF3N0101 ,CMRPF1N0021, CMRPF1M0131-2, CMRPF1M0101","黃聰龍","是","荷蘭王國","否","續聘","176","紙本及電子期刊","2024","5","-","4444","Dihydrophenanthropyrans derived from the pseudobulbs of Pholidota chinensis alleviates neutrophilic inflammation by inhibiting MAPKs and calcium","SCI, SCIE","700539","否"
"健康產業科技研究所","第四(以上)作者","Journal of Functional Foods","專任","113","NSTC 111-2320-B-255-006-MY3, 111-2321-B-255-001, 112-2321-B- 255-001, 112-2321-B-182-003, ZRRPF3N0101, (CMRPF1M0101 ~ 2, CMRPF1M0131 ~ 2, CMRPF1N0021, BMRP450","黃聰龍","是","荷蘭王國","是(跨國合作)","續聘","117","紙本及電子期刊","2024","5","-","4444","Exploring anti-inflammatory non-essential oil metabolites in Mentha canadensis: Insights into neutrophil extracellular trap inhibition for functional health promotion","SCIE","700540","否"
"健康產業科技研究所","第四(以上)作者","Phytochemistry Letters","專任","113","無","黃聰龍","是","荷蘭王國","否","續聘","61","紙本及電子期刊","2024","4","-","4444","Isolation of 24-homoscalarane sesterterpenoids from a sponge of the genus Lendenfeldia","SCI, SCIE","700541","否"
"健康產業科技研究所","第四(以上)作者","Biomedical Journal","專任","113","NSTC 112-2321-B-182-003, 112-2321-B-255-001, 111-2320-B-255-006-MY3, 111-2321-B-255-001, 111-2321-B-182-001, ZRRPF3L0091, ZRRPF3N0101, CMRPF1M0131-2, 427 CMRPF1M0101-2, CMRPF1N0021, BMRP450","黃聰龍","是","荷蘭王國","否","續聘","","電子期刊","2024","4","-","4444","Guizhi Fuling Wan ameliorates concanavalin A-induced autoimmune hepatitis in mice","SCIE","700542","否"
"健康產業科技研究所","第四(以上)作者","Journal of Advanced Research","專任","113","無","黃聰龍","是","埃及阿拉伯共和國","是(跨國合作)","續聘","62","紙本及電子期刊","2024","3","-","4444","Ribociclib leverages phosphodiesterase 4 inhibition in the treatment of neutrophilic inflammation and acute respiratory distress syndrome","SCIE","700543","是"
"健康產業科技研究所","第二作者","Small","專任","113","無","黃聰龍","是","德意志聯邦共和國","是(跨國合作)","續聘","20","紙本及電子期刊","2024","1","27","4444","Augmenting neutrophil extracellular traps with carbonized polymer dots: a potential treatment for bacterial sepsis","SCI, SCIE","700544","是"
"健康產業科技研究所","第四(以上)作者","Biomedical Journal","兼任","113","無","葉元鳴","是","荷蘭王國","否","續聘","0","紙本及電子期刊","2024","1","0","4444","GUT MICROBIOTA AND CLINICAL RESPONSE TO IMMUNE CHECKPOINT INHIBITOR THERAPY IN PATIENTS WITH ADVANCED CANCER","SCI","700590","是"
"健康產業科技研究所","第一作者","International Immunopharmacology","兼任","113","CMRPG5P0021, CMRPF1M0122, CMRPF1N0081, CMRPF1N0091, CMRPG3N0572, 112-2320-B-255-008-MY3,109- 2320-B-255-002-MY3","鄭淑臻","是","荷蘭王國","否","續聘","16","電子期刊","2024","12","146","4444","Neochlorogenic acid ameliorates allergic airway inflammation by suppressing type 2 immunity and upregulating HO-1 expression","SCIE","700591","否"
"健康產業科技研究所","第四(以上)作者","European Journal of Pharmacology","兼任","113","CMRPF1M0012, CMRPF1M0121, CMRPF1K0083, CMRPF1M0141,ZRRPF3N0101-5","鄭淑臻","是","荷蘭王國","否","續聘","15","紙本及電子期刊","2024","7","975","4444","Licochalcone D ameliorates lipid metabolism in hepatocytes by modulating lipogenesis and autophagy","SCIE","700592","是"
"健康產業科技研究所","第一作者","Kaohsiung Journal of Medical Sciences","兼任","113","CMRPF1M0012, CMRPF1M0141, CMRPG5N0021","鄭淑臻","是","中華民國","否","續聘","40","紙本及電子期刊","2024","3","3","4444","Gypenoside XIII regulates lipid metabolism in HepG2 hepatocytes and ameliorates nonalcoholic steatohepatitis in mice","SCIE","700593","否"
"健康產業科技研究所","第一作者","Current Issues in Molecular Biology","專任","113","MOST111-2320-B-255-004-MY3, NSTC 113-2635-B-255-001, CORPF1P0011, CORPF1P0021, CORPF1P0041, CMRPF1M0071~2, CMRPF1M0111~2, CMRPF1M0171~2, and CMRPF1N0011, ZRRPF3M0091, ZRRPF3N0101","謝喜龍","是","瑞士","否","續聘","46","電子期刊","2024","7","7","4444","Lonicera japonica Thunb. Ethanol Extract Exerts a Protective Effect on Normal Human Gastric Epithelial Cells by Modulating the Activity of Tumor-Necrosis-Factor-α-Induced Inflammatory Cyclooxygenase 2/Prostaglandin E2 and Matrix Metalloproteinase 9","SCIE","700545","否"
"通識教育中心","第一作者","成大中文學報(THCI)","專任","113","MOST 111-2410-H-255 -003 –","王潤農","是","中華民國","否","續聘","0","紙本及電子期刊","2024","6","85","1534","起於玄理，終於邊塞 ── 李頎何以成為「邊塞詩人」","其他","700589","否"
"通識教育中心","第二作者","全球知識發展期刊","專任","113","無","江衍良","是","中華民國","否","續聘","2","電子期刊","2024","12","4","1534","服務品質成功關鍵因素","其他","700509","是"
"通識教育中心","第三作者","長庚科技學刊","專任","113","無","池伯尉","是","中華民國","否","新任","","紙本及電子期刊","2024","12","41","1534","扶強不忘弱─不同分量群組大學生社會關懷學習成效影響因子分析","其他","700607","是"
"通識教育中心","第三作者","學生事務與輔導","專任","113","無","李育齊","是","中華民國","否","新任","63","紙本","2024","9","2","1534","2024年「大專校院學生事務人員專業增能研習」","其他","700608","否"
"通識教育中心","第三作者","Oriental Journal of Chemistry","專任","113","無","林志鴻","是","印度共和國","否","續聘","40","紙本及電子期刊","2024","11","5","1534","Design and Synthesis of Disk-liked Benzotrithiophene Small Molecules for the Organic Solar Cells Material","其他","700507","是"
"通識教育中心","第一作者","韓國學報","專任","113","無","邱惠芬","是","中華民國","是(跨國合作)","續聘","39","紙本","2024","10","39","1534","朝鮮後期功令策文研究（1776－1897）－以《詩經》為例","其他","700515","否"
"通識教育中心","第一作者","博觀通識科技大學通識教育","專任","113","無","邱惠芬","是","中華民國","否","續聘","1","紙本","2024","7","1","1534","健康照護學府與通識人文反思課程規劃-長庚科技大學/博觀通識—科技大學通識教育","其他","700516","否"
"通識教育中心","第二作者","當代通識","專任","113","無","洪如薇","是","中華民國","否","續聘","","紙本及電子期刊","2024","6","6","1534","融合多感官與反思五階的閱讀與寫作教學設計︰以身心健康單元為例","其他","700520","是"
"通識教育中心","第一作者","當代通識","專任","113","無","翁慧娟","是","中華民國","否","續聘","0","電子期刊","2024","12","6","1534","融合多感官與反思五階的閱讀與寫作教學設計︰以身心健康單元為例","其他","700517","否"
"通識教育中心","第一作者","公共圖書館研究","專任","113","無","翁慧娟","是","中華民國","否","續聘","0","電子期刊","2024","11","20","1534","識大獎選好書","其他","700518","否"
"通識教育中心","第一作者","景文學報","專任","113","無","翁慧娟","是","中華民國","否","續聘","33","紙本及電子期刊","2024","7","2","1534","不同特質學生SDGs課程學習成果之比較研究","其他","700519","否"
"通識教育中心","第一作者","大專體育學刊","專任","113","無","高幸利","是","中華民國","否","續聘","26","紙本及電子期刊","2024","9","3","1534","活化後增能對大專羽球選手下肢肌力爆發力與反覆改變方向的效果","TSSCI","700523","是"
"通識教育中心","第一作者","International Journal of Business and Applied Social Science","專任","113","無","高幸利","是","美國","是(跨國合作)","續聘","10","電子期刊","2024","2","2","1534","Perceived Product Quality and Economic Value on Badminton Players’ Purchase Intentions: An Empirical Study on Synthetic Feather Shuttlecocks","其他","700524","否"
"通識教育中心","第一作者","全球知識發展期刊","專任","113","無","張雅君","是","中華民國","否","續聘","2","紙本","2024","9","3","1534","當前台灣社會文化與 3C 產品對幼兒教育的影響","其他","700512","否"
"通識教育中心","第二作者","International Journal of Cosmetic Science","專任","113","無","許美華","是","英國","是(跨國合作)","續聘","0","電子期刊","2024","11","0","1534","Estimating hair density with XGBoost","SCI, SCIE","700513","是"
"通識教育中心","第四(以上)作者","Experimental Gerontology","專任","113","血流限制搭配負重式全身性振動訓練對高齡者下肢肌肉與體內荷爾蒙影響之探討(109-2410-H-255-002-)","陳文詮","是","英國","否","續聘","192","紙本及電子期刊","2024","7","0","1534","Acute resistance exercise combined with whole body vibration and blood flow restriction: Molecular and neurocognitive effects in late-middle-aged and older adults","SCI","700525","是"
"通識教育中心","第二作者","中原體育學報","專任","113","無","黃怡仁","是","中華民國","否","續聘","0","紙本及電子期刊","2024","12","23","1534","循環訓練結合核心訓練對排球選手發球準確率與專項體能之影響","其他","700526","是"
"通識教育中心","第二作者","Advanced Engineering Informatics","專任","113","無","楊婉鳳","是","英國","是(跨國合作)","續聘","0","紙本及電子期刊","2024","10","62","1534","Dynamic airport gate assignment with improved Shuffled Frog-Leaping Algorithm and triangle membership function","SCIE","700514","是"
"通識教育中心","第三作者","休閒研究","專任","113","無","鄭宜仲","是","中華民國","否","續聘","14","電子期刊","2024","12","2","1534","國人全球旅遊多樣性、異國料理消費多樣性與國外居住嚮往之研究","其他","700510","是"
"通識教育中心","第二作者","景文學報","專任","113","112年教育部教學實踐研究計畫--識物育物解悟惜物--從種子盆栽體會生命、生活與生態究","鄭宜仲","是","中華民國","否","續聘","33","電子期刊","2024","7","2","1534","不同特質學生SDGs課程學習成果之比較研究","其他","700511","是"
"高齡暨健康照護管理系","第四(以上)作者","長庚護理","專任","112","無","石惠美","是","中華民國","否","續聘","34","紙本及電子期刊","2023","6","2","4641","探討某醫學中心急診病患就診滿意度及其相關因素","其他","689796","是"
"高齡暨健康照護管理系","第四(以上)作者","Healthcare","專任","112","無","石惠美","是","瑞士","否","續聘","11","電子期刊","2023","4","1155","4641","Factors Related to Quality of Life of Hemodialysis Patients during the COVID-19 Pandemic","SCI, SSCI","689797","否"
"高齡暨健康照護管理系","第三作者","醫學與健康期刊","專任","112","無","石惠美","是","中華民國","否","續聘","12","紙本及電子期刊","2023","3","1","4641","探討醫院膳食工作人員健康信念與肌肉骨骼傷害預防行為之關聯","其他","689798","是"
"高齡暨健康照護管理系","第三作者","華人運動生物力學期刊","專任","112","無","江勁政","是","中華民國","否","續聘","20","電子期刊","2023","3","1","4641","優秀大專女子網球選手不同方向正拍擊球之運動學分析","TSSCI","689870","否"
"高齡暨健康照護管理系","第二作者","Geriatric Nursing","專任","112","MOST110-2314-B-255-007,ZRRPF3J0031,ZRRPF3K0021","江勁政","是","美國","否","續聘","49","紙本及電子期刊","2023","1","0","4641","Efficacy of a multicomponent exercise training program intervention in community-dwelling older adults during the COVID-19 pandemic: A cluster randomized controlled trial","SCIE, SSCI","689871","否"
"高齡暨健康照護管理系","第四(以上)作者","International Journal of Irobotics","專任","112","112-113教育部大學社會責任計劃","宋素卿","是","中華民國","否","續聘","6","電子期刊","2023","11","3","4641","Predictive value of the MoCA-T for early detection of MCI and dementia in Taiwanese older adults","其他","689818","否"
"高齡暨健康照護管理系","第三作者","Sensors","專任","112","102年大學社會責任實踐計畫","宋素卿","是","瑞士","否","續聘","23","電子期刊","2023","10","19","4641","Working memory ability evaluation based on fuzzy support vector regression","SCI, SCIE","689819","否"
"高齡暨健康照護管理系","第三作者","長庚科技學刊","專任","112","無","宋素卿","是","中華民國","否","續聘","","紙本及電子期刊","2023","6","38","4641","民眾對保健食品再購意願及其相關因素之探討","其他","689820","是"
"高齡暨健康照護管理系","第二作者","長期照護雜誌","專任","112","無","宋素卿","是","中華民國","否","續聘","26","紙本及電子期刊","2023","6","1","4641","影響高齡志工持續志願服務及其生活品質之因素探討","其他","689821","是"
"高齡暨健康照護管理系","第四(以上)作者","Journal of Nursing Research","專任","112","CMRPF3G0062","宋雅俐","是","中華民國","否","續聘","31","電子期刊","2023","2","1","4641","Development and Evaluation of Neighborhood Care Volunteer Training Programs—Preparing for Older Adult Community Care in Taiwan","SCIE, SSCI","689927","否"
"高齡暨健康照護管理系","第三作者","Nurse Education Today","專任","112","科技部MOST 104-2511-S-255 -001 -MY2","車慧蓮","是","英國","否","續聘","125","電子期刊","2023","3","105781","4641","Effectiveness of clinical mentorship program for students of long-term aged care: A mixed-methods study","SCIE, SSCI","689760","否"
"高齡暨健康照護管理系","第二作者","Journal of Nursing Research","專任","112","CMRPF3G0062","車慧蓮","是","中華民國","否","續聘","31","電子期刊","2023","2","1","4641","Development and Evaluation of Neighborhood Care Volunteer Training Programs—Preparing for Older Adult Community Care in Taiwan","SCIE, SSCI","689761","否"
"高齡暨健康照護管理系","第一作者","社區發展季刊","專任","112","無","侯佳惠","是","中華民國","否","續聘","1","紙本及電子期刊","2023","12","184","4641","長照機構創業服務歷程經驗初探 ──以北部地區護理之家為例","其他","689965","是"
"高齡暨健康照護管理系","第二作者","台灣社區工作與社區研究學刊","專任","112","無","侯佳惠","是","中華民國","否","續聘","13","紙本及電子期刊","2023","12","3","4641","有溫度的 Care：從長照人才的核心能力 培育開始－以溝通力與同理心的 OSCE 課程設計為例","其他","689966","是"
"高齡暨健康照護管理系","第二作者","社區發展季刊","專任","112","無","侯佳惠","是","中華民國","否","續聘","1","紙本及電子期刊","2023","12","184","4641","探究障礙到復元的歷程──思覺失調症陪伴者的觀點","其他","689967","是"
"高齡暨健康照護管理系","第一作者","台灣社區工作與社區研究學刊","專任","112","無","侯佳惠","是","中華民國","否","續聘","13","紙本及電子期刊","2023","10","2","4641","翻轉社區永續 DNA： 從社會資本、區營造與永續發展再思都會型社區健康營造之永續與共創","其他","689968","是"
"高齡暨健康照護管理系","第一作者","社區發展季刊","專任","112","無","侯佳惠","是","中華民國","否","新任","","紙本及電子期刊","2023","6","182","4641","臺灣COVID-19期間社區健康促進計畫的服務設計和成效調查研究","其他","689969","是"
"高齡暨健康照護管理系","第三作者","護家季刊","專任","112","無","施福忠","是","中華民國","否","續聘","0","電子期刊","2023","9","7","4641","一位護理之家工作人員如何透過學習提升自己和機構的品質","其他","689853","是"
"高齡暨健康照護管理系","第四(以上)作者","Behavioural Brain Research","兼任","112","無","紀皇如","是","荷蘭王國","否","新任","437","紙本及電子期刊","2023","2","1","4641","Effects of transcranial direct current stimulation on improving performance of delayed- reinforcement attentional set-shifting tasks in attention-deficit/hyperactivity disorder rat model","SCIE","689952","否"
"高齡暨健康照護管理系","第一作者","Scientific Reports","專任","112","MOST 107-2314-B-255-006、MOST 109-2314-B-255-002、MOST 110-2314-B-255-007、ZRRPF3L0011、ZRRPF3M0051","張淑紅","是","英國","否","續聘","13","紙本及電子期刊","2023","6","1","4641","Efficacy of a multidimensional self‑management intervention on low‑education women with metabolic syndrome: a cluster randomized controlled trial","SCI","689738","否"
"高齡暨健康照護管理系","第一作者","Geriatric Nursing","專任","112","MOST 110-2314-B-255-007、ZRRPF3J0031、ZRRPF3K0021","張淑紅","是","美國","否","續聘","49","紙本及電子期刊","2023","1","2023","4641","Efficacy of a multicomponent exercise training program intervention in community-dwelling older adults during the COVID-19 pandemic: A cluster randomized controlled trial","SCIE, SSCI","689739","是"
"高齡暨健康照護管理系","第四(以上)作者","台灣老年醫學暨老年學會雜誌","專任","112","無","黃惠玲","是","中華民國","否","續聘","18","紙本及電子期刊","2023","5","2","4641","社區中高齡鄰里志工照護服務意願及其服務項目之初探","其他","689831","否"
"高齡暨健康照護管理系","第二作者","Nurse Education Today","專任","112","MOST 104-2511-S-255 -001 -MY2","黃惠玲","是","英國","否","續聘","125","紙本及電子期刊","2023","3","105781","4641","Effectiveness of clinical mentorship program for students of long-term aged care: A mixed-methods study","SCIE, SSCI","689832","是"
"高齡暨健康照護管理系","第四(以上)作者","Journal of Nursing Research","專任","112","CMRPF3G0062","黃惠玲","是","中華民國","否","續聘","31","紙本及電子期刊","2023","2","1","4641","Development and Evaluation of Neighborhood Care Volunteer Training Programs—Preparing for Older Adult Community Care in Taiwan","SCIE, SSCI","689833","是"
"高齡暨健康照護管理系","第四(以上)作者","Geriatric Nursing","專任","112","無","黃惠玲","是","美國","否","續聘","50","紙本及電子期刊","2023","2","0","4641","Factors associated with the intention to engage in care planning among persons with mild cognitive impairment and dementia","SSCI, SCIE","689834","否"
"高齡暨健康照護管理系","第一作者","當代通識期刊","專任","112","無","蔡碧藍","是","中華民國","否","續聘","","紙本及電子期刊","2023","12","5","4641","探討「社區老人團體生命故事書」 創新服務方案之成效","其他","689825","是"
"高齡暨健康照護管理系","第一作者","台灣社區工作與社區研究學刊","專任","112","無","蔡碧藍","是","中華民國","否","續聘","13","紙本及電子期刊","2023","12","3","4641","有溫度的 Care：從長照人才的核心能力 培育開始－以溝通力與同理心的 OSCE 課程設計為例","其他","689826","否"
"高齡暨健康照護管理系","第二作者","福祉科技與服務管理學刊","專任","112","無","蔡碧藍","是","中華民國","否","續聘","11","紙本及電子期刊","2023","9","3","4641","「牙超人出任務」－口腔保健引導繪本之創新產品開發與評估","其他","689827","是"
"高齡暨健康照護管理系","第四(以上)作者","福祉科技與服務管理學刊","專任","112","無","龔本珍","是","中華民國","否","續聘","11","電子期刊","2023","9","3","4641","從齒開始，笑口常開－健口瑜珈結合遊戲濾鏡之應用","其他","689923","是"
"高齡暨健康照護管理系","第一作者","Nurse Education Today","專任","112","國科會","龔本珍","是","英國","否","新任","125","電子期刊","2023","3","105781","4641","Effectiveness of clinical mentorship program for students of long-term aged care: A mixed-methods study","SCIE, SSCI","689924","否"
"高齡暨健康照護管理系","第一作者","Journal of Nursing Research","專任","112","國科會","龔本珍","是","中華民國","否","新任","31","紙本及電子期刊","2023","2","1","4641","Development and Evaluation of Neighborhood Care Volunteer Training Programs—Preparing for Older Adult Community Care in Taiwan","SCIE, SSCI","689925","否"
"護理系","第二作者","長庚科技學刊","專任","112","無","王玉女","是","中華民國","否","續聘","0","電子期刊","2023","12","39","1531","運用Duffy品質關懷模式照顧一位外籍新冠肺炎重症患者之加護護理經驗","其他","689755","是"
"護理系","第四(以上)作者","自然療法暨健康促進期刊","專任","112","無","王玉女","是","中華民國","否","續聘","2","電子期刊","2023","12","1","1531","Rosenstock健康信念模式簡介及在護理的應用","其他","689756","是"
"護理系","第四(以上)作者","長庚科技學刊","專任","112","無","王玉女","是","中華民國","否","續聘","","電子期刊","2023","7","","1531","就業家庭照顧者之生活品質及相關因素探討","其他","689757","是"
"護理系","第二作者","長庚科技學刊","專任","112","無","王玉女","是","中華民國","否","續聘","0","電子期刊","2023","6","39","1531","運用品質關懷模式照顧一位因乳癌提早引產護理師之產後護理經驗","其他","689758","是"
"護理系","第二作者","長庚科技學刊","專任","112","無","王玉女","是","中華民國","否","續聘","0","電子期刊","2023","6","38","1531","運用品質關懷模式照顧一位剖腹胰尾併脾臟切除個案之手術全期護理經驗","其他","689759","是"
"護理系","第一作者","Topics in Stroke Rehabilitation","專任","112","無","王琤","否","英國","否","續聘","","電子期刊","2023","9","","1531","Impact of rehabilitation adherence and depressive symptoms on post-stroke self-care ability and quality of life: a longitudinal study","SCIE","689753","否"
